"Category","Path","LineNumber","Line"
"占位注释","Code\02_Module\Src\mod_oled.c","1152","* @param X2 参数说明"
"占位注释","Code\02_Module\Src\mod_oled.c","1153","* @param Y2 参数说明"
"占位注释","Code\02_Module\Src\mod_oled.c","1154","* @param IsFilled 参数说明"
"占位注释","Code\02_Module\Src\mod_oled.c","1155","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_oled.c","1201","* @brief  函数说明：OLED_DrawCircle"
"占位注释","Code\02_Module\Src\mod_oled.c","1202","* @param X 参数说明"
"占位注释","Code\02_Module\Src\mod_oled.c","1203","* @param Y 参数说明"
"占位注释","Code\02_Module\Src\mod_oled.c","1204","* @param Radius 参数说明"
"占位注释","Code\02_Module\Src\mod_oled.c","1205","* @param IsFilled 参数说明"
"占位注释","Code\02_Module\Src\mod_oled.c","1206","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_oled.c","1258","* @brief  函数说明：OLED_DrawEllipse"
"占位注释","Code\02_Module\Src\mod_oled.c","1259","* @param X 参数说明"
"占位注释","Code\02_Module\Src\mod_oled.c","1260","* @param Y 参数说明"
"占位注释","Code\02_Module\Src\mod_oled.c","1261","* @param A 参数说明"
"占位注释","Code\02_Module\Src\mod_oled.c","1262","* @param B 参数说明"
"占位注释","Code\02_Module\Src\mod_oled.c","1263","* @param IsFilled 参数说明"
"占位注释","Code\02_Module\Src\mod_oled.c","1264","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_oled_data.c","3","* @brief   代码文件功能说明"
"占位注释","Code\02_Module\Src\mod_relay.c","3","* @brief   代码文件功能说明"
"乱码注释/文本","Code\02_Module\Src\mod_relay.c","14","/* 缁х數鍣ㄦā鍧楃粦瀹氱姸鎬?*/"
"乱码注释/文本","Code\02_Module\Src\mod_relay.c","18","* @brief 鏍￠獙缁х數鍣↖D鏄惁鍚堟硶"
"乱码注释/文本","Code\02_Module\Src\mod_relay.c","26","* @brief 鐢靛钩鍙栧弽宸ュ叿鍑芥暟"
"乱码注释/文本","Code\02_Module\Src\mod_relay.c","34","* @brief 鏍￠獙鍗曚釜缁х數鍣ㄦ槧灏勯」"
"占位注释","Code\02_Module\Src\mod_relay.c","52","* @brief  函数说明：mod_relay_bind_map"
"占位注释","Code\02_Module\Src\mod_relay.c","53","* @param map 参数说明"
"占位注释","Code\02_Module\Src\mod_relay.c","54","* @param map_num 参数说明"
"占位注释","Code\02_Module\Src\mod_relay.c","55","* @return 返回值说明"
"乱码注释/文本","Code\02_Module\Src\mod_relay.c","60","// 1. 鍩虹鍙傛暟鏍￠獙銆?"
"乱码注释/文本","Code\02_Module\Src\mod_relay.c","66","// 2. 閫愰」鏍￠獙鏄犲皠鍐呭銆?"
"局部变量缺少//注释","Code\02_Module\Src\mod_relay.c","67","for (uint8_t i = 0U; i < RELAY_MAX; i++)"
"乱码注释/文本","Code\02_Module\Src\mod_relay.c","75","// 3. 淇濆瓨鏄犲皠骞舵爣璁扮粦瀹氭垚鍔熴€?"
"占位注释","Code\02_Module\Src\mod_relay.c","83","* @brief  函数说明：mod_relay_unbind_map"
"占位注释","Code\02_Module\Src\mod_relay.c","85","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_relay.c","94","* @brief  函数说明：mod_relay_is_bound"
"占位注释","Code\02_Module\Src\mod_relay.c","96","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_relay.c","105","* @brief  函数说明：mod_relay_init"
"占位注释","Code\02_Module\Src\mod_relay.c","107","* @return 返回值说明"
"乱码注释/文本","Code\02_Module\Src\mod_relay.c","112","// 1. 鏈粦瀹氭椂鐩存帴杩斿洖銆?"
"乱码注释/文本","Code\02_Module\Src\mod_relay.c","118","// 2. 鍒濆鍖栨椂鍏抽棴鎵€鏈夌户鐢靛櫒锛屼繚璇佷笂鐢靛畨鍏ㄣ€?"
"局部变量缺少//注释","Code\02_Module\Src\mod_relay.c","119","for (uint8_t i = 0U; i < RELAY_MAX; i++)"
"占位注释","Code\02_Module\Src\mod_relay.c","126","* @brief  函数说明：mod_relay_on"
"占位注释","Code\02_Module\Src\mod_relay.c","127","* @param relay 参数说明"
"占位注释","Code\02_Module\Src\mod_relay.c","128","* @return 返回值说明"
"乱码注释/文本","Code\02_Module\Src\mod_relay.c","135","// 1. 鍙傛暟鍜岀粦瀹氱姸鎬佹鏌ャ€?"
"乱码注释/文本","Code\02_Module\Src\mod_relay.c","141","// 2. 鍙栧嚭鏄犲皠閰嶇疆銆?"
"乱码注释/文本","Code\02_Module\Src\mod_relay.c","144","// 3. 杈撳嚭鏈夋晥鐢靛钩锛屼娇缁х數鍣ㄥ惛鍚堛€?"
"占位注释","Code\02_Module\Src\mod_relay.c","149","* @brief  函数说明：mod_relay_off"
"占位注释","Code\02_Module\Src\mod_relay.c","150","* @param relay 参数说明"
"占位注释","Code\02_Module\Src\mod_relay.c","151","* @return 返回值说明"
"乱码注释/文本","Code\02_Module\Src\mod_relay.c","158","// 1. 鍙傛暟鍜岀粦瀹氱姸鎬佹鏌ャ€?"
"乱码注释/文本","Code\02_Module\Src\mod_relay.c","164","// 2. 鍙栧嚭鏄犲皠閰嶇疆銆?"
"乱码注释/文本","Code\02_Module\Src\mod_relay.c","167","// 3. 杈撳嚭鍙嶇浉鐢靛钩锛屼娇缁х數鍣ㄦ柇寮€銆?"
"占位注释","Code\02_Module\Src\mod_relay.c","172","* @brief  函数说明：mod_relay_toggle"
"占位注释","Code\02_Module\Src\mod_relay.c","173","* @param relay 参数说明"
"占位注释","Code\02_Module\Src\mod_relay.c","174","* @return 返回值说明"
"乱码注释/文本","Code\02_Module\Src\mod_relay.c","181","// 1. 鍙傛暟鍜岀粦瀹氱姸鎬佹鏌ャ€?"
"乱码注释/文本","Code\02_Module\Src\mod_relay.c","187","// 2. 鍙栧嚭鏄犲皠閰嶇疆銆?"
"乱码注释/文本","Code\02_Module\Src\mod_relay.c","190","// 3. 缈昏浆褰撳墠鐢靛钩銆?"
"占位注释","Code\02_Module\Src\mod_sensor.c","3","* @brief   代码文件功能说明"
"乱码注释/文本","Code\02_Module\Src\mod_sensor.c","12","/* 鏈€杩戜竴娆¤绠楀緱鍒扮殑褰掍竴鍖栨潈閲嶅€?*/"
"乱码注释/文本","Code\02_Module\Src\mod_sensor.c","14","/* 鏈€杩戜竴娆￠噰鏍峰緱鍒扮殑 12 璺姸鎬侊紙榛戠嚎=1锛?*/"
"乱码注释/文本","Code\02_Module\Src\mod_sensor.c","21","/* 妫€鏌ュ崟璺槧灏勯」鏄惁鍚堟硶 */"
"乱码注释/文本","Code\02_Module\Src\mod_sensor.c","39","/* 鎵ц涓€娆?12 璺噰鏍凤紝骞跺彲閫夎緭鍑虹姸鎬佷笌鏉冮噸鍜?*/"
"乱码注释/文本","Code\02_Module\Src\mod_sensor.c","55","sampled_states[i] = 1U; /* 妫€娴嬪埌榛戠嚎 */"
"占位注释","Code\02_Module\Src\mod_sensor.c","73","* @brief  函数说明：mod_sensor_bind_map"
"占位注释","Code\02_Module\Src\mod_sensor.c","74","* @param map 参数说明"
"占位注释","Code\02_Module\Src\mod_sensor.c","75","* @param map_num 参数说明"
"占位注释","Code\02_Module\Src\mod_sensor.c","76","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_sensor.c","102","* @brief  函数说明：mod_sensor_unbind_map"
"占位注释","Code\02_Module\Src\mod_sensor.c","104","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_sensor.c","113","* @brief  函数说明：mod_sensor_is_bound"
"占位注释","Code\02_Module\Src\mod_sensor.c","115","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_sensor.c","124","* @brief  函数说明：mod_sensor_init"
"占位注释","Code\02_Module\Src\mod_sensor.c","126","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_sensor.c","136","* @brief  函数说明：mod_sensor_get_states"
"占位注释","Code\02_Module\Src\mod_sensor.c","137","* @param states 参数说明"
"占位注释","Code\02_Module\Src\mod_sensor.c","138","* @param states_num 参数说明"
"占位注释","Code\02_Module\Src\mod_sensor.c","139","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_sensor.c","154","* @brief  函数说明：mod_sensor_get_weight"
"占位注释","Code\02_Module\Src\mod_sensor.c","156","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","3","* @brief   代码文件功能说明"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","14","* @brief 姝ヨ繘鍗忚妯″潡瀹炵幇锛堜粎鍙戦€侊紝TX Only锛夈€?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","17","* 鏈疄鐜扮殑鍏抽敭绛栫暐锛?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","18","* 1. 涓€涓笂涓嬫枃鍙粦瀹氫竴涓?UART 涓庝竴涓┍鍔ㄥ湴鍧€銆?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","19","* 2. 缁戝畾闃舵閫氳繃 mod_uart_guard 鐢宠/閲婃斁涓插彛褰掑睘鏉冦€?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","20","* 3. 涓嶆敞鍐?RX 鍥炶皟锛屼笉鍚姩 RX DMA锛屼笉瑙ｆ瀽杩斿洖甯с€?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","21","* 4. 鍙戦€佸畬鎴愮姸鎬侀€氳繃杞 UART 绌洪棽鐘舵€佸垽瀹氾紙mod_stepper_process锛夈€?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","25","* @brief UART绱㈠紩鍒颁笂涓嬫枃鐨勬槧灏勮〃銆?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","27","* 鐢ㄩ€旓細"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","28","* 1. 缁戝畾鍐茬獊妫€鏌ワ紙鍚屼竴涓猆ART鍙厑璁镐竴涓笂涓嬫枃鍗犵敤锛夈€?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","29","* 2. 鏀寔 mod_stepper_process(NULL) 鏃惰疆璇㈠叏閮ㄥ疄渚嬨€?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","34","* @brief 灏?UART 瀹炰緥鍦板潃鏄犲皠涓哄浐瀹氱储寮曘€?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","35","* @param instance UART澶栬瀹炰緥銆?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","36","* @return [0..5] 鏄犲皠鎴愬姛锛?1 琛ㄧず涓嶆敮鎸佽瀹炰緥銆?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","57","* @brief 鏌ヨ鏌愪釜涓婁笅鏂囧綋鍓嶇粦瀹氬湪鍝釜 UART 绱㈠紩銆?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","58","* @param ctx 鐩爣涓婁笅鏂囥€?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","59","* @return [0..5] 鎵惧埌锛?1 鏈壘鍒版垨鍙傛暟闈炴硶銆?"
"局部变量缺少//注释","Code\02_Module\Src\mod_stepper.c","68","for (uint16_t i = 0U; i < MOD_STEPPER_MAX_UART_INSTANCES; i++)"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","80","* @brief 鍒ゆ柇涓婁笅鏂囨槸鍚﹁揪鍒扳€滃彲鍙戦€佲€濈姸鎬併€?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","82","* 蹇呴』鍚屾椂婊¤冻锛?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","99","* @brief 鑾峰彇鍙戦€佷簰鏂ラ攣锛堣嫢閰嶇疆浜嗕簰鏂ラ攣锛夈€?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","100","* @param ctx 涓婁笅鏂囥€?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","101","* @return true 鑾峰彇鎴愬姛鎴栨棤闇€鍔犻攣锛沠alse 鑾峰彇澶辫触銆?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","114","* @brief 閲婃斁鍙戦€佷簰鏂ラ攣锛堣嫢閰嶇疆浜嗕簰鏂ラ攣锛夈€?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","125","* @brief 鍒锋柊 tx_active 鐘舵€侊紙杞寮忓彂閫佸畬鎴愬垽瀹氾級銆?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","127","* 鍒ゅ畾閫昏緫锛?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","128","* 1. 鑻?tx_active=false锛岀洿鎺ヨ繑鍥炪€?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","129","* 2. 鑻?UART 宸茬┖闂诧紝璁や负鏈鍙戦€佸畬鎴愶紝娓呯悊 active 骞跺鍔犳垚鍔熻鏁般€?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","130","* 3. 鑻ヨ秴鏃朵粛鏈┖闂诧紝瑙﹀彂瓒呮椂鎭㈠锛屾竻鐞?active 骞跺鍔犲け璐ヨ鏁般€?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","132","* 璇存槑锛?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","133","* - 鏈ā鍧楁湁鎰忎笉浣跨敤 HAL_UART_TxCpltCallback锛岄檷浣庡叏灞€鍥炶皟鑰﹀悎銆?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","134","* - 鍥犳闇€瑕佸湪 process() 涓疆璇㈢‖浠剁姸鎬佸畬鎴愮姸鎬佹帹杩涖€?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","170","* @brief 鍐呴儴缁熶竴鍙戦€佸叆鍙ｏ紙鎵€鏈夊崗璁懡浠ゆ渶缁堥兘璧拌繖閲岋級銆?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","172","* 鎵ц姝ラ锛?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","173","* 1. 鍙傛暟涓庝笂涓嬫枃灏辩华鎬ф鏌ャ€?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","174","* 2. 鍒锋柊鍙戦€佺姸鎬侊紝閬垮厤鈥滀笂涓€娆″彂閫佷粛娲昏穬鈥濊鍙戙€?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","175","* 3. 妫€鏌?UART 鏄惁绌洪棽銆?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","176","* 4. 鑾峰彇鍙€変簰鏂ラ攣銆?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","177","* 5. 鎷疯礉鍒?tx_buf锛屽惎鍔?DMA 鍙戦€併€?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","178","* 6. 鍙戦€佹垚鍔熷垯缃?active锛涘け璐ョ疮璁″け璐ヨ鏁般€?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","179","* 7. 閲婃斁浜掓枼閿併€?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","181","* 杩斿洖璇箟锛?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","182","* - true锛氭湰娆?DMA 宸叉垚鍔熷惎鍔ㄣ€?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","183","* - false锛氭湭鍙戦€侊紙蹇欍€佸弬鏁伴敊銆佸姞閿佸け璐ャ€丏MA鍚姩澶辫触绛夛級銆?"
"占位注释","Code\02_Module\Src\mod_stepper.c","227","* @brief  函数说明：mod_stepper_ctx_init"
"占位注释","Code\02_Module\Src\mod_stepper.c","228","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","229","* @param bind 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","230","* @return 返回值说明"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","241","* 鑻ヨ皟鐢ㄨ€呭鐢ㄦ棫涓婁笅鏂囧璞★紝鍏堣В缁戯紝閬垮厤UART褰掑睘鏉冩硠婕忋€?"
"占位注释","Code\02_Module\Src\mod_stepper.c","260","* @brief  函数说明：mod_stepper_init"
"占位注释","Code\02_Module\Src\mod_stepper.c","261","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","262","* @param bind 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","263","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","272","* @brief  函数说明：mod_stepper_bind"
"占位注释","Code\02_Module\Src\mod_stepper.c","273","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","274","* @param bind 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","275","* @return 返回值说明"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","285","* 1. 鍏ュ弬鏍￠獙锛?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","297","* - 鍚屼竴 UART 鍙厑璁镐竴涓笂涓嬫枃缁戝畾锛堢鍚堚€滀竴涓覆鍙ｅ彧缁戜竴涓數鏈衡€濈害鏉燂級"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","311","* 3. 鐢宠 UART 鎵€鏈夋潈"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","320","* 4. 娓呯悊鏃ф槧灏?鏃у綊灞烇紙鑻ュ瓨鍦ㄦ棫缁戝畾锛?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","334","* 5. 鍐欏叆鏂扮粦瀹氬苟澶嶄綅鍙戦€佺姸鎬?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","346","* 璇存槑锛?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","347","* claimed 浠呯敤浜庤〃杈锯€滃凡鎴愬姛鐢宠杩噂uard鈥濊繖涓€浜嬪疄锛?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","348","* 褰撳墠鍒嗘敮鏃犲け璐ュ洖婊氳矾寰勶紝鏁呬粎淇濇寔鍙橀噺鍗犱綅浠ヤ究鍚庣画鎵╁睍銆?"
"占位注释","Code\02_Module\Src\mod_stepper.c","355","* @brief  函数说明：mod_stepper_unbind"
"占位注释","Code\02_Module\Src\mod_stepper.c","356","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","357","* @return 返回值说明"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","379","* 2. 閲婃斁 UART 鎵€鏈夋潈"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","387","* 3. 娓呯悊缁戝畾鐘舵€?"
"占位注释","Code\02_Module\Src\mod_stepper.c","396","* @brief  函数说明：mod_stepper_is_bound"
"占位注释","Code\02_Module\Src\mod_stepper.c","397","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","398","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","416","* @brief  函数说明：mod_stepper_process"
"占位注释","Code\02_Module\Src\mod_stepper.c","417","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","418","* @return 返回值说明"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","424","* 妯″紡A锛氬鐞嗗崟涓疄渚?"
"乱码注释/文本","Code\02_Module\Src\mod_stepper.c","433","* 妯″紡B锛氬鐞嗗叏閮ㄥ疄渚?"
"局部变量缺少//注释","Code\02_Module\Src\mod_stepper.c","435","for (uint16_t i = 0U; i < MOD_STEPPER_MAX_UART_INSTANCES; i++)"
"占位注释","Code\02_Module\Src\mod_stepper.c","442","* @brief  函数说明：mod_stepper_send_raw"
"占位注释","Code\02_Module\Src\mod_stepper.c","443","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","444","* @param buf 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","445","* @param len 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","446","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","455","* @brief  函数说明：mod_stepper_enable"
"占位注释","Code\02_Module\Src\mod_stepper.c","456","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","457","* @param enable 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","458","* @param sync_flag 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","459","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","481","* @brief  函数说明：mod_stepper_velocity"
"占位注释","Code\02_Module\Src\mod_stepper.c","482","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","483","* @param dir 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","484","* @param vel_rpm 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","485","* @param acc 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","486","* @param sync_flag 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","487","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","519","* @brief  函数说明：mod_stepper_position"
"占位注释","Code\02_Module\Src\mod_stepper.c","520","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","521","* @param dir 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","522","* @param vel_rpm 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","523","* @param acc 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","524","* @param pulse 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","525","* @param absolute_mode 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","526","* @param sync_flag 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","527","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","564","* @brief  函数说明：mod_stepper_stop"
"占位注释","Code\02_Module\Src\mod_stepper.c","565","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","566","* @param sync_flag 参数说明"
"占位注释","Code\02_Module\Src\mod_stepper.c","567","* @return 返回值说明"
"乱码注释/文本","Code\02_Module\Src\mod_uart_guard.c","5","* 1. 鏂囦欢浣滅敤锛氬疄鐜?UART 璧勬簮鐨勫崰鐢ㄣ€侀噴鏀俱€佹煡璇紝閬垮厤澶氫釜妯″潡鍚屾椂鎿嶄綔鍚屼竴涓插彛銆? * 2. 涓婁笅灞傜粦瀹氾細涓婂眰妯″潡璋冪敤鏈枃浠舵帴鍙ｇ敵璇?閲婃斁 UART锛涙湰鏂囦欢鍚戜笅渚濊禆 HAL 鎻愪緵鐨勪腑鏂睆钄借兘鍔涖€? */"
"乱码注释/文本","Code\02_Module\Src\mod_uart_guard.c","9","#define MOD_UART_GUARD_UART_COUNT (6U) // 甯搁噺锛氭敮鎸佷徊瑁佺殑 UART 瀹炰緥鏁伴噺"
"乱码注释/文本","Code\02_Module\Src\mod_uart_guard.c","11","// 鍙橀噺锛歎ART 鎷ユ湁鑰呯姸鎬佽〃锛屾暟缁勭储寮曚笌鍏蜂綋 UART 瀹炰緥涓€涓€瀵瑰簲"
"乱码注释/文本","Code\02_Module\Src\mod_uart_guard.c","14","MOD_UART_OWNER_NONE, // 鍙橀噺锛歎SART1 鐨勫垵濮嬫嫢鏈夎€?    MOD_UART_OWNER_NONE, // 鍙橀噺锛歎SART2 鐨勫垵濮嬫嫢鏈夎€?    MOD_UART_OWNER_NONE, // 鍙橀噺锛歎SART3 鐨勫垵濮嬫嫢鏈夎€?    MOD_UART_OWNER_NONE, // 鍙橀噺锛歎ART4  鐨勫垵濮嬫嫢鏈夎€?    MOD_UART_OWNER_NONE, // 鍙橀噺锛歎ART5  鐨勫垵濮嬫嫢鏈夎€?    MOD_UART_OWNER_NONE  // 鍙橀噺锛歎SART6 鐨勫垵濮嬫嫢鏈夎€?};"
"乱码注释/文本","Code\02_Module\Src\mod_uart_guard.c","17","* @brief  灏?UART 纭欢瀹炰緥鎸囬拡鏄犲皠涓哄唴閮ㄨ祫婧愯〃绱㈠紩銆? * @param  instance UART 澶栬瀹炰緥鎸囬拡銆? * @return int8_t"
"乱码注释/文本","Code\02_Module\Src\mod_uart_guard.c","18","*         - 鎴愬姛锛氳繑鍥?[0, 5] 鐨勬湁鏁堢储寮曘€? *         - 澶辫触锛氳繑鍥?-1锛岃〃绀鸿瀹炰緥涓嶅湪浠茶鑼冨洿鍐呫€? */"
"乱码注释/文本","Code\02_Module\Src\mod_uart_guard.c","21","int8_t idx = -1; // 鍙橀噺锛氫繚瀛樻槧灏勭粨鏋滐紝榛樿鏃犳晥"
"乱码注释/文本","Code\02_Module\Src\mod_uart_guard.c","23","// 姝ラ1锛氭牴鎹?UART 鍩哄湴鍧€杩涜鍥哄畾鏄犲皠銆?    switch ((uint32_t)instance)"
"乱码注释/文本","Code\02_Module\Src\mod_uart_guard.c","48","// 姝ラ2锛氳繑鍥炴槧灏勭储寮曘€?    return idx;"
"乱码注释/文本","Code\02_Module\Src\mod_uart_guard.c","52","* @brief  杩涘叆涓寸晫鍖猴紙鍏充腑鏂級骞惰繑鍥炲師濮嬩腑鏂姸鎬併€? * @param  鏃犮€? * @return uint32_t 杩涘叆涓寸晫鍖轰箣鍓嶇殑 PRIMASK 鍊笺€? */"
"乱码注释/文本","Code\02_Module\Src\mod_uart_guard.c","55","uint32_t primask = __get_PRIMASK(); // 鍙橀噺锛氫繚瀛樿繘鍏ヤ复鐣屽尯鍓嶇殑涓柇灞忚斀鐘舵€?"
"乱码注释/文本","Code\02_Module\Src\mod_uart_guard.c","56","// 姝ラ1锛氬叧闂叏灞€涓柇锛屼繚鎶ゅ叡浜祫婧愯闂€?    __disable_irq();"
"乱码注释/文本","Code\02_Module\Src\mod_uart_guard.c","58","// 姝ラ2锛氳繑鍥炶繘鍏ュ墠鐘舵€侊紝渚涢€€鍑烘椂鎭㈠銆?    return primask;"
"乱码注释/文本","Code\02_Module\Src\mod_uart_guard.c","62","* @brief  閫€鍑轰复鐣屽尯骞舵仮澶嶈繘鍏ュ墠鐨勪腑鏂姸鎬併€? * @param  primask 杩涘叆涓寸晫鍖哄墠淇濆瓨鐨?PRIMASK 鍊笺€? * @return void 鏃犺繑鍥炲€笺€? */"
"乱码注释/文本","Code\02_Module\Src\mod_uart_guard.c","65","// 姝ラ1锛氭寜杩涘叆鍓嶇姸鎬佹仮澶嶄腑鏂睆钄戒綅銆?    __set_PRIMASK(primask);"
"乱码注释/文本","Code\02_Module\Src\mod_uart_guard.c","69","* @brief  鍒濆鍖?UART 浠茶鐘舵€佽〃銆? * @param  鏃犮€? * @return void 鏃犺繑鍥炲€笺€? */"
"乱码注释/文本","Code\02_Module\Src\mod_uart_guard.c","72","uint32_t primask; // 鍙橀噺锛氫复鐣屽尯鍓嶄腑鏂姸鎬?"
"乱码注释/文本","Code\02_Module\Src\mod_uart_guard.c","73","// 姝ラ1锛氳繘鍏ヤ复鐣屽尯锛岄伩鍏嶅苟鍙戜慨鏀圭姸鎬佽〃銆?    primask = _critical_enter();"
"乱码注释/文本","Code\02_Module\Src\mod_uart_guard.c","75","// 姝ラ2锛氭竻绌哄叏閮?UART 鎷ユ湁鑰呰褰曘€?    for (uint8_t i = 0U; i < MOD_UART_GUARD_UART_COUNT; i++) // 鍙橀噺锛氬惊鐜储寮?    {"
"乱码注释/文本","Code\02_Module\Src\mod_uart_guard.c","79","// 姝ラ3锛氶€€鍑轰复鐣屽尯骞舵仮澶嶄腑鏂姸鎬併€?    _critical_exit(primask);"
